#Total No. of Collocate Types: 212
#Total No. of Collocate Tokens: 1565
77	4	3	1	2.51156	поэтому
78	4	2	2	1.00377	потому
79	4	3	1	4.92660	одновременно
80	4	3	1	1.78364	надо
81	4	2	2	0.82506	когда
82	4	3	1	2.42410	думать
83	4	4	0	1.51156	время
84	3	2	1	0.98800	тоже
85	3	2	1	2.39608	тогда
86	3	3	0	1.84859	стать
87	3	3	0	0.73897	себя
88	3	1	2	1.31516	самый
89	3	2	1	2.77459	ребята
90	3	3	0	1.28917	работать
91	3	3	0	1.63709	работа
92	3	2	1	4.09652	простой
93	3	3	0	3.09652	правильно
94	3	3	0	1.39608	потом
95	3	2	1	1.31516	понимать
96	3	2	1	1.28917	от
97	3	1	2	5.09652	одновременный
98	3	3	0	1.73897	нужный
99	3	1	2	0.30211	но
100	3	2	1	3.92660	начаться
101	3	0	3	3.18963	например
102	3	2	1	1.88707	наверное
103	3	1	2	2.00906	можно
104	3	3	0	3.00906	ладно
105	3	1	2	3.77459	книжка
106	3	3	0	1.03043	или
107	3	0	3	0.84859	из
108	3	1	2	2.05213	значить
109	3	3	0	3.39608	здание
110	3	3	0	1.92660	жизнь
111	3	2	1	0.55736	же
112	3	1	2	4.09652	ее
113	3	3	0	1.48181	делать
114	3	1	2	1.26363	два
115	3	2	1	2.34163	дать
116	3	3	0	3.39608	дак
117	3	2	1	2.70421	второй
118	3	3	0	1.81112	всегда
119	3	2	1	3.00906	вон
120	3	3	0	2.34163	война
121	2	2	0	4.18963	штука
122	2	2	0	4.92660	школьник
123	2	1	1	3.51156	часто
124	2	2	0	0.83913	хороший
125	2	1	1	5.51156	фотография
126	2	2	0	1.08530	угу
127	2	2	0	4.18963	технология
128	2	2	0	3.34163	теплый
129	2	2	0	2.51156	теперь
130	2	2	0	5.51156	темно
131	2	1	1	2.70421	твой
132	2	1	1	4.92660	т
133	2	2	0	3.05213	старый
134	2	2	0	3.18963	стараться
135	2	2	0	1.81112	сразу
136	2	1	1	3.05213	собирать
137	2	2	0	3.05213	снег
138	2	1	1	2.11924	слушать
139	2	0	2	1.11924	сегодня
140	2	2	0	0.17171	свой
141	2	1	1	0.98800	сам
142	2	2	0	4.92660	раньше
143	2	2	0	4.18963	район
144	2	2	0	4.51156	пустить
145	2	2	0	0.86770	просто
146	2	2	0	3.92660	происходить
147	2	2	0	2.92660	проблема
148	2	2	0	1.42410	про
149	2	2	0	4.18963	причитать
150	2	2	0	2.18963	приходить
151	2	2	0	4.92660	предположить
152	2	2	0	3.92660	посадить
153	2	2	0	4.51156	покупать
154	2	2	0	0.81112	пойти
155	2	1	1	2.60467	пожалуйста
156	2	1	1	4.92660	поделить
157	2	2	0	3.92660	поглядеть
158	2	1	1	4.51156	поверить
159	2	2	0	4.51156	платок
160	2	2	0	0.95697	первый
161	2	1	1	4.51156	педагог
162	2	2	0	-0.04303	очень
163	2	0	2	3.18963	оттуда
164	2	2	0	3.34163	откуда
165	2	2	0	2.05213	отец
166	2	2	0	2.34163	остаться
167	2	0	2	1.55736	опять
168	2	1	1	6.51156	обыск
169	2	2	0	1.86770	новый
170	2	2	0	0.40304	наш
171	2	1	1	2.11924	начать
172	2	2	0	2.60467	называться
173	2	1	1	3.70421	назвать
174	2	1	1	3.18963	музыка
175	2	1	1	2.11924	мама
176	2	2	0	2.70421	любить
177	2	2	0	4.18963	кура
178	2	2	0	2.60467	купить
179	2	2	0	4.92660	кормить
180	2	2	0	1.65358	каждый
181	2	2	0	3.05213	кавказ
182	2	2	0	3.70421	интернет
183	2	0	2	2.34163	интересный
184	2	1	1	4.92660	иногда
185	2	1	1	2.51156	именно
186	2	2	0	4.18963	знакомый
187	2	1	1	6.51156	зарасти
188	2	1	1	3.92660	зарабатывать
189	2	2	0	2.18963	заниматься
190	2	2	0	5.51156	желтенький
191	2	1	1	0.65358	другой
192	2	2	0	3.34163	дорога
193	2	2	0	2.51156	дома
194	2	2	0	1.55736	должен
195	2	1	1	0.60467	для
196	2	2	0	5.51156	дзынь
197	2	2	0	1.46717	дело
198	2	2	0	3.92660	дед
199	2	1	1	4.18963	дверь
200	2	0	2	2.51156	далеко
201	2	2	0	1.55736	давать
202	2	2	0	3.70421	газета
203	2	2	0	2.92660	выходить
204	2	0	2	1.18963	вообще
205	2	1	1	1.05213	видеть
206	2	2	0	5.51156	вводить
207	2	0	2	3.70421	буквально
208	2	2	0	2.51156	брать
209	2	2	0	1.75667	большой
210	2	1	1	3.34163	болеть
211	2	2	0	3.18963	бессоновка
212	2	0	2	1.70421	баба
